label,num,weekend,weekday,h1,h2,h3,h4
9,1368,1969,5173,2693,7703,8846,4211
4,87,165,389,93,402,596,283
9,594,1269,3125,3386,6198,6990,5412
6,15,14,39,68,78,86,75
1,46,201,513,707,1468,1372,1259
1,1962,8744,21650,38673,53252,54419,48918
5,2,1,4,6,7,10,9
5,4,9,32,0,75,134,32
3,1408,4980,15323,5074,38435,49817,14965
6,210,300,701,446,1162,1374,809
1,60,315,859,1480,3084,2710,1863
1,910,4049,9823,16910,24861,23559,23631
2,543,3550,8646,21280,23669,18362,21729
2,2,2,2,5,10,10,7
2,1405,5410,19227,1514,45066,45345,11607
3,1211,3047,8877,3353,19632,20328,6367
7,381,1099,2761,394,8061,9615,1032
1,808,5935,14450,33364,41356,42144,44086
6,2,0,4,6,11,9,6
6,1,0,2,0,4,5,2
1,871,2576,6097,10128,13141,12564,12126
2,235,421,1046,500,634,2326,1801
9,1646,2844,7390,5978,13268,12554,8470
6,192,485,1287,836,2635,3191,1765
2,1990,2265,6842,777,6052,7359,2593
3,369,1115,2804,3919,5029,4964,4919
6,25,50,95,83,196,222,119
2,5583,18253,54778,4409,113398,170991,16178
1,522,4068,10079,18057,27730,27819,26458
8,70,207,672,61,1909,1880,242
7,453,2370,5765,8915,12463,13515,13847
2,2963,6142,16903,7585,24602,30911,20841
3,200,709,2219,437,7473,6867,1737
2,1869,5709,13002,18357,28127,28421,26536
2,1234,3808,9692,18655,23075,23089,23602
2,36,26,72,3,44,64,42
1,12,16,66,26,65,16,36
6,212,1595,3907,8719,9375,9323,11620
4,248,870,2353,4400,6327,6046,4900
2,751,1368,3221,1701,5373,5887,3152
1,1784,5564,13670,18661,34956,39967,28041
2,675,1862,5138,5149,9913,9975,7733
4,6128,8848,25580,11465,41512,41257,20825
9,10253,15503,41739,42174,106407,102361,57367
6,135,191,525,567,1253,1392,847
2,95,121,296,217,374,484,402
6,395,2815,6729,11718,16331,15063,16659
1,657,3005,7409,9958,15919,18414,14031
6,301,679,1663,2375,3055,2748,3460
2,342,661,1983,1128,4907,5371,1965
3,352,1057,4152,2041,8347,8798,2879
6,67,168,489,458,1298,1116,500
1,124,846,2064,2507,4720,4583,4514
3,943,2874,7120,8815,14483,14180,13111
1,675,4389,10769,22425,27924,25597,29694
1,728,2667,6898,10233,15491,15959,13331
1,371,1198,2853,4473,5692,5426,6224
5,15827,20943,52319,18761,39770,46130,37543
6,3032,2601,7427,1348,6848,4077,4048
3,44,41,131,88,288,316,192
5,13,3,25,9,47,63,37
5,85,159,427,352,1056,1006,558
1,115,273,604,854,1501,1162,920
6,732,3337,8738,13519,21183,21967,17833
2,690,1059,2550,56,2918,4043,2428
1,634,3785,9133,17923,23503,22530,25015
7,7784,13571,33666,2907,54990,103317,41517
6,75,106,264,320,326,304,370
1,376,1198,3184,4337,7789,7648,6590
5,8,7,17,35,33,34,28
1,105,323,779,1211,1175,1087,1710
2,1056,2503,6979,1229,10497,12302,4926
1,300,1782,4661,8183,11638,12371,11887
1,1221,4511,12812,13588,30686,35709,19194
1,786,7266,17345,31622,46530,46257,47870
7,350,734,2623,238,4824,5475,742
3,198,1200,3063,7425,8412,7948,8283
1,333,2613,6336,10943,17154,18015,17403
9,1226,3063,8886,6143,22929,21360,10265
6,1,2,5,11,2,3,18
2,1198,1697,4521,1488,5391,5511,4402
5,4,4,12,15,12,0,4
3,891,4845,12243,34516,31054,28047,35115
9,93,106,325,148,568,616,231
2,1184,9104,22920,59117,69452,59339,66809
2,337,2235,5291,13919,13721,13065,16862
2,462,1612,4282,7310,11107,11034,8398
1,503,2769,6573,10020,16201,17757,16148
6,1151,2782,6708,5219,11128,13176,12820
1,359,2228,5501,13404,14618,12079,13884
1,1542,2721,6823,8454,11506,11487,10552
1,582,3859,9227,20010,24925,24945,26992
9,3417,6390,18032,13567,40144,38318,20108
7,5940,13806,44881,24097,93580,98192,35761
1,1737,4471,11531,16542,27041,28170,23973
6,1,0,2,0,3,9,5
7,6310,11247,28509,3935,51635,76503,23795
9,9031,14453,41079,33754,111304,111472,50048
5,6,4,11,12,7,4,11
2,290,528,1689,161,1880,2546,1520
9,61,93,220,141,369,391,232
3,299,688,3328,3179,4967,5363,3346
1,1252,7123,17727,37122,41393,39882,47781
6,1785,1958,5700,3141,6937,7001,4580
9,777,4416,10947,24122,30881,30232,30643
2,216,769,2404,417,3935,6218,2949
5,206,107,526,576,1087,1190,824
3,1760,6386,24852,2251,71842,91746,13242
1,424,3000,7107,15205,18984,17998,20207
7,6951,15306,36220,6755,55586,95326,40660
5,152,264,727,330,1200,1045,380
1,1365,3197,9514,8321,16603,15169,9828
7,1299,4673,11208,14375,26256,28867,18184
1,4,4,17,28,59,37,7
8,684,1872,5388,3221,11249,12801,5736
1,1464,7563,18896,37887,52061,49652,48510
2,470,1451,3689,5585,8372,9762,8270
6,424,3203,7362,14468,17910,16853,20209
3,1704,2693,8471,2268,14185,17951,4778
1,111,135,381,269,915,802,403
2,4343,14429,36561,35193,63674,70216,55209
6,2,1,6,5,14,25,16
1,2194,7121,17275,37648,37544,31936,45518
4,113,193,566,727,1002,1113,833
1,1460,2896,7339,2928,15733,14347,1363
6,1038,1399,3767,2433,4450,4617,3842
1,347,2143,5003,9952,12159,10711,13112
3,1119,2757,9078,1098,20170,26802,5488
1,1373,3637,9198,9026,14681,15779,16545
1,232,2481,6081,15385,20056,20436,19887
2,460,628,1562,502,2237,3530,1222
5,60,65,82,49,102,168,116
9,193,276,811,439,1287,1334,757
1,218,838,1939,2449,5132,5048,3876
5,2,2,3,0,5,8,2
2,2494,5257,13779,5857,18615,19579,12968
8,373,895,2993,337,6133,6749,1285
1,259,1639,3846,6681,8479,8287,10381
1,542,1906,4890,11270,11443,10274,12847
1,575,2811,7410,14249,20741,18814,18015
2,29,21,63,55,107,111,89
1,219,1724,4329,12074,11396,9500,13786
3,115,728,2109,1422,6617,6410,2505
5,4,3,5,1,7,4,7
8,1000,3088,10128,2645,23118,24686,5256
1,416,2552,6157,12419,18199,19377,17864
2,628,2590,7531,1495,15253,21479,11319
2,141,842,2252,3236,5267,4873,4962
1,6328,14942,47279,10807,98321,118546,31613
5,3,2,4,0,0,4,9
6,255,1380,3512,8704,8775,8758,10851
3,248,801,2388,2847,5681,5303,3358
2,783,1361,4706,1108,7584,6966,1960
3,295,754,2287,469,3764,3272,927
3,22,16,45,49,94,85,63
4,159,133,441,520,820,882,759
8,406,1599,5323,1830,13555,12720,2674
7,2907,6611,16543,9658,26463,35815,24823
7,736,1425,3581,1995,6015,6624,3152
9,124,94,326,227,508,593,410
6,5680,17937,43165,54510,73900,76545,82781
1,1079,7040,17297,33953,40615,35209,42245
7,302,1229,3014,3881,6481,6970,5847
6,6051,12579,39581,16391,81506,90201,30087
6,51,88,209,230,338,383,510
1,549,2917,7278,15529,19496,18928,19781
1,19,25,60,53,137,126,110
6,30,76,192,33,310,255,55
1,1454,1930,4433,2310,6279,6955,5112
1,517,1863,4616,7348,10480,10559,9814
3,2,1,4,1,1,4,4
8,696,1750,5719,1036,11309,11110,1728
5,119,223,546,418,846,890,732
1,1012,4339,10649,16958,23485,26429,24261
1,572,1950,4652,8032,10757,10025,11230
7,5434,15336,48246,14605,99185,124012,31764
5,1,1,3,0,2,2,0
1,481,4082,9721,20419,24120,21959,26088
2,1639,3955,11585,6268,29182,29773,11192
9,365,673,1889,1040,3619,3978,1734
7,7193,15353,34672,9254,44486,67013,36996
4,126,100,242,203,462,414,314
2,1040,2634,6677,8296,14057,13561,10414
3,250,803,2476,1228,6942,7447,2446
9,15072,14659,45142,15114,75285,64613,26480
6,10,11,10,17,29,34,27
9,10171,19454,51766,38206,121968,125915,60794
1,1788,6665,16563,24599,40841,40410,32542
9,8555,12832,40647,17790,99222,85216,25748
1,47,195,477,756,1010,1006,1339
7,3724,7783,26245,6516,45536,63328,16500
9,2134,6891,17168,21120,36931,40585,31873
6,3,0,6,7,6,3,9
1,556,1459,3354,4935,6806,7168,6656
6,90,105,285,83,273,211,171
1,641,2504,6310,14037,15224,14556,16090
1,322,2455,5972,12857,13479,13051,17646
1,1640,4511,11393,14665,22873,25922,21860
9,396,882,2593,831,6150,5522,1714
2,732,1317,4259,2625,9492,10790,4798
9,4695,8987,26161,14190,53851,68369,30215
2,425,531,1432,1612,2047,1847,1844
6,250,172,595,911,1473,1646,1021
1,1402,6683,16114,31350,39116,36023,40178
5,43,17,121,83,217,246,199
6,15,12,23,24,71,89,53
5,672,748,2053,491,2748,3025,819
6,102,118,356,160,449,490,357
8,10,8,31,0,16,19,17
6,60,152,365,480,641,853,861
6,24,24,63,28,83,104,72
2,5762,6779,17585,8108,17262,16668,13640
1,641,1594,3972,3675,8510,9814,5782
1,418,2839,6887,12045,17340,17533,17983
8,718,1674,5577,1754,10851,11211,2648
8,1078,3741,9514,16925,26491,26481,23798
1,886,4856,11791,20024,26470,26376,30171
3,630,1129,3159,1044,5637,7599,2463
2,21,23,56,39,72,82,61
1,1818,5391,13718,20541,28895,30206,27344
1,351,2446,5812,11203,14013,13428,16118
2,608,3028,5842,10092,2113,6204,12656
3,321,756,2287,590,7612,8129,1213
6,128,154,356,254,572,530,375
1,473,1751,4262,4667,9959,10636,8190
9,1388,4103,11171,13197,25120,22524,17167
2,2896,7086,20211,3747,31257,41445,14549
5,25,17,50,18,21,85,18
2,677,1167,3782,619,7435,8075,1346
2,398,529,1554,409,2545,2205,916
9,19922,20048,60855,21897,129357,110075,32692
6,24,34,81,120,228,209,152
4,339,395,1021,1077,1821,1855,1499
1,852,4965,12185,28114,35373,33583,35215
3,97,220,642,78,1244,1527,237
2,5822,17807,44763,54362,72726,82640,94578
6,2,1,3,0,1,2,1
2,2006,4412,11303,8876,17081,17419,15193
1,7,11,4,17,6,3,10
1,9569,9810,26908,6798,25134,30852,16887
3,579,609,2153,694,2285,4122,2153
1,450,2874,6921,15845,15687,13709,19351
9,606,2477,5936,11063,13484,13214,14074
8,1956,3928,10505,5925,21732,30941,14174
2,153,212,579,429,921,883,637
7,589,1003,2426,296,3481,6034,3023
1,1526,3284,8213,12084,14204,13587,16319
8,817,1201,2995,2045,4182,3700,3686
2,165,227,517,272,883,1070,1004
9,5151,8126,23610,12028,49302,41754,16512
2,786,4503,11919,16355,29100,30742,25484
1,2705,7462,18198,18927,33377,34285,31067
2,222,401,1447,122,2864,2655,339
8,338,1865,4649,8711,12711,12198,12317
7,529,1636,4237,719,10282,11966,1059
5,22,23,52,62,53,52,72
6,12,12,22,37,98,104,95
5,48,41,102,84,176,191,128
1,877,2856,8819,3548,19095,18490,7694
7,1012,1750,4436,3585,7818,9434,4718
3,1662,6083,19944,22098,52793,54425,28391
1,416,2956,6951,13390,17988,17078,19508
7,70,126,265,368,475,610,565
8,1119,2765,7308,13216,20078,18454,16409
6,252,378,1426,200,2359,2850,754
7,18132,29348,74780,5497,87275,152345,77156
7,286,660,1702,2380,3755,3471,2877
1,2203,7282,18114,44469,49207,42948,47430
1,366,2133,5318,10079,12844,12972,14532
5,3,4,26,67,112,123,73
2,2425,5044,12894,4209,15369,24323,16978
1,376,2797,6598,15983,18035,18024,20657
2,452,993,2653,2745,5166,4927,4311
3,9,5,15,18,32,39,24
1,12,12,16,23,66,80,58
3,2401,6407,17697,20449,33165,43152,33632
9,601,3002,7165,12206,17986,17272,17189
2,665,1576,5004,3018,8122,8828,3366
1,2335,8646,22136,44099,48921,45986,53499
1,230,600,1659,1662,2717,2963,2607
1,1919,2016,5656,7047,11958,10876,10830
6,528,1569,4830,5637,11789,12198,8154
1,2122,7161,17529,34147,41571,40071,42574
1,640,4266,10335,22324,26045,24579,26239
1,2436,6097,15072,24252,37136,35517,33783
1,37,35,82,43,115,135,116
2,332,2588,6329,16510,16082,15298,17290
3,2246,10157,40933,6099,100281,142422,33999
1,1305,7792,19383,37668,52249,48446,49083
2,120,203,586,136,1239,984,276
2,289,512,1289,2114,2615,2142,2299
6,129,227,671,776,1318,1282,853
1,1101,6715,16417,30149,38486,37728,41046
1,567,2162,5219,9038,13080,13766,12538
1,465,3050,7358,17628,20579,17444,18950
9,21314,15814,60017,8359,130643,80139,8752
8,920,2044,6874,1566,14068,15117,2856
3,1124,2675,7850,354,23065,18432,1579
2,813,1399,3552,2147,4711,5924,5388
2,1692,3738,11355,9906,24893,23731,12713
6,15,6,29,44,63,61,42
8,1119,3485,11390,2772,24798,26049,5689
2,241,1237,2922,4172,5671,5058,6128
3,31,24,106,85,152,142,58
5,10,5,30,38,36,33,37
3,10,13,28,64,109,117,80
5,3,3,10,12,11,15,8
6,45,24,77,136,220,256,186
8,2029,4547,13567,9761,27585,28806,11553
4,1617,4711,14034,4756,29112,35856,12172
5,50,18,92,148,259,297,235
1,6390,16503,41804,38543,76756,91363,69842
2,2873,4144,11651,9749,23014,25850,17562
3,108,280,823,297,1858,1985,619
6,3,0,6,6,13,15,5
5,9,14,28,15,73,78,57
6,13,12,32,38,83,91,65
2,607,2931,7093,10609,12736,15774,16312
3,450,1813,5378,3500,14127,15872,6237
1,588,3317,8246,18387,21649,21783,23879
7,10514,25437,75607,5528,155129,205480,44204
1,1024,5036,12060,23745,29838,30383,31161
6,5,1,10,0,14,20,3
1,396,1685,4210,6693,9871,9579,10588
1,2267,5601,13165,18437,26647,28774,25339
4,28,34,84,56,136,196,136
5,1,1,1,2,0,0,0
6,24,34,65,58,121,154,145
6,2,2,2,7,6,6,8
1,654,3799,9650,15453,24926,25427,21771
6,591,5385,13224,32997,32488,29715,37927
1,33,49,133,23,227,245,46
3,85,194,383,614,576,493,616
2,26,110,285,663,620,745,917
5,2,3,10,12,25,18,7
2,488,2483,6251,8825,15962,17217,14471
9,1901,4218,11185,8925,25365,22486,13543
5,1,1,2,0,1,4,3
2,873,2194,5316,6102,9997,10239,9102
2,996,2924,7188,9701,14955,16336,15639
5,29,33,78,32,111,147,59
1,514,1379,4805,1085,10500,11535,1690
6,461,2617,6268,16108,16609,14516,15684
6,902,1423,3948,1764,7071,7223,3026
1,925,4434,10785,25039,27793,24947,31350
1,4212,12135,30519,46083,63415,64180,62242
2,1417,6611,23429,4879,65845,70748,9966
9,2831,4471,12071,4282,29425,28042,7333
9,981,1960,5564,2083,13024,10932,3312
2,2314,4111,10039,1076,9979,14444,4182
8,437,947,3405,556,6786,7957,931
5,22,18,47,35,62,84,61
2,992,3104,8393,9685,14679,19660,15953
1,4353,7862,19578,12036,36893,41482,27075
1,524,2806,6678,13837,17613,18245,19863
7,4514,8200,21086,14918,33392,46046,34081
1,416,3110,7541,16880,20490,19163,19499
7,553,2420,6446,7475,13991,14657,10047
6,4,3,9,6,20,30,27
9,2971,4400,12675,8626,25218,21969,12282
2,334,1118,3518,1865,8500,7990,2681
1,50,154,316,500,677,600,595
3,122,273,1067,188,2217,2472,520
9,1001,1928,5709,2296,10739,10512,3524
2,1912,3224,8313,3891,12361,16082,8030
7,4079,8308,18328,9531,32465,43312,26911
6,5,2,10,12,27,26,29
1,1121,8444,20484,40808,52631,49553,57169
2,726,2662,7387,12692,18584,19133,21770
5,11,12,41,119,76,36,97
3,213,285,701,593,1050,989,785
3,839,1906,5050,7243,11158,13121,10317
1,3190,10092,25115,25340,49826,53646,43607
9,981,3271,8601,14534,22445,21404,18798
2,1631,2396,6396,5470,8834,8332,8490
6,38,28,86,43,157,204,163
6,279,842,1924,1782,2823,2774,3360
2,4002,21074,52446,93028,108252,81014,101167
2,16,11,32,12,73,75,41
1,3061,10338,25979,33756,53047,53720,53174
8,236,778,2471,1130,4807,5152,2671
8,207,865,2238,4433,4996,5368,5471
7,1421,3285,7756,334,15722,23423,3385
4,3653,10346,26438,22754,59834,44375,8539
7,59,68,123,180,363,422,230
3,193,705,2643,239,6247,7657,1418
9,1389,3149,8103,4249,18370,17149,6130
6,8,4,19,3,25,24,29
7,314,646,1756,576,4963,4970,1040
2,22,14,50,56,110,123,89
9,924,2553,6439,6473,12809,12577,11256
2,29,18,55,52,57,68,62
5,1,1,1,0,0,0,2
5,2,4,1,5,17,18,6
1,2919,6670,17265,19289,33504,34514,29138
9,1008,2683,7284,6627,15557,16311,8949
9,2494,5009,14243,13674,34400,31864,18964
1,333,1637,3955,7708,9595,10061,10350
6,32,26,82,114,158,155,112
7,2792,5205,12835,6176,20920,28397,15117
8,844,1264,3507,2174,4667,4620,3366
1,3239,11554,28158,45991,58596,54846,58984
7,4173,7732,20206,11265,30639,38567,20725
8,397,994,2939,1578,6626,5364,2460
4,1900,5519,13588,26184,30929,30067,34935
2,1702,12820,31317,82242,95044,98043,96785
1,116,867,2115,4168,6392,6798,5595
7,1038,4226,10129,18030,23467,22822,22999
1,1657,9447,22947,54798,62427,61163,63866
6,65,80,199,134,182,198,186
2,1191,3240,8636,7276,16621,19215,12552
2,114,657,1549,2014,4024,3864,3110
2,773,3353,8310,13901,19386,21538,18906
1,399,2683,6602,13237,13405,12326,17109
1,1401,4211,10654,21336,25097,22173,25120
2,88,92,255,227,431,528,426
1,624,2072,6258,6218,16516,15163,7207
1,3354,6043,15378,18106,22423,25007,28078
8,344,2434,5690,10624,15217,16236,14888
5,2,1,3,0,4,9,4
2,364,862,2199,2327,3958,3622,3449
1,98,125,371,135,647,761,293
2,4108,7993,24179,11473,44563,47948,18267
5,5,3,9,0,19,29,7
1,1370,2991,7481,9261,14331,13075,13417
2,15,15,31,44,35,45,48
1,989,3374,8185,17008,18951,17967,18376
5,1,0,2,0,1,1,0
5,2,1,5,6,12,14,14
9,439,1073,3229,2078,6415,6828,3203
9,1244,2088,5102,7628,14582,14808,10032
3,903,3336,11057,538,25154,33088,5494
2,402,1739,4379,9328,9703,10607,11980
9,16298,24841,65668,37803,165809,138823,57067
2,87,247,883,232,2230,1809,533
7,7662,16433,41372,30632,66530,84842,54865
2,1116,1558,3768,519,2922,5086,3599
8,341,1074,3056,2210,7260,7863,3078
2,62,145,391,973,1026,892,833
1,793,2861,7317,10344,17395,19297,16697
1,452,3489,8290,15477,22013,21344,22544
3,9,8,18,16,18,6,9
2,978,1598,5206,3681,9640,8794,4760
1,1626,7553,18480,32878,47478,48662,47191
6,3,3,3,6,10,17,12
9,10006,14694,39607,42558,103372,98369,56459
2,898,3120,7629,11658,14203,12491,17850
6,198,953,2540,4072,7238,5767,5490
6,2,2,6,0,9,11,0
1,1228,7623,18771,42464,46017,42076,49562
6,31,48,129,174,118,164,149
1,2137,7809,19645,35675,41541,42499,44274
3,103,301,981,931,1990,2007,1599
7,463,1428,3617,1260,10543,9769,1471
7,1605,3016,7907,2563,12481,15933,9272
1,510,2920,6889,15483,17922,16360,19783
8,1426,4264,13765,5026,31211,35697,9015
9,5939,11790,30008,27563,54522,59598,43157
1,138,979,2477,5506,4760,4537,7418
1,780,4342,10872,21329,31899,32132,29705
5,12,14,31,25,29,46,45
2,123,374,1011,2095,2663,2815,3165
5,3,3,15,0,32,31,2
2,1530,2055,5365,2042,5922,7105,4540
2,779,1856,5675,1766,11833,12507,3450
4,123,110,356,182,500,637,348
1,1158,4836,11972,17809,26923,28807,24642
5,25,46,153,104,360,419,119
1,117,636,1803,2559,3886,3583,3319
1,42,187,498,500,969,898,746
1,100,224,556,777,1044,1347,1192
1,2775,8060,20064,26930,41111,42256,40824
2,103,171,614,129,1477,1259,139
2,1507,1976,4970,1460,5249,5299,3174
1,364,1612,3975,8315,10259,10512,10496
3,343,448,1086,1133,1835,1855,1672
3,589,1175,3253,1731,5586,5672,2174
1,47,297,740,1035,1537,1677,1343
3,937,1623,5930,463,5848,10733,2761
1,873,5892,14172,29339,36586,33075,39318
9,849,2046,5416,6846,13026,12459,9351
1,951,3194,7887,10878,16946,19159,14317
9,1074,3372,9690,10967,25256,24430,15965
1,342,1420,3420,7448,9673,9387,8563
7,602,1719,4447,390,9121,13124,1278
8,3013,7330,20385,18398,43416,43391,24555
2,508,2759,6565,12935,16982,15819,17630
1,4832,13872,37610,15484,75868,115430,55497
2,21,18,52,13,55,75,34
6,1,0,2,0,1,6,0
1,546,2516,7051,9045,17456,15270,11205
6,6,3,12,31,53,52,30
5,2,0,4,0,8,5,2
2,1949,3545,12696,107,20663,14788,2606
2,142,875,2017,5459,5449,4639,4576
1,636,4095,9754,22607,27616,25187,26817
2,2046,19452,47093,111603,116619,119053,150094
1,426,1426,3659,8554,10525,8031,6980
6,171,155,465,477,1106,1167,738
2,80,196,838,171,1821,1620,202
1,886,6881,16535,34220,42135,38133,47887
8,1463,2748,9156,4308,22933,22286,7475
9,970,2687,7104,4438,18224,16182,6437
1,1016,5279,12972,20499,31178,32686,29394
7,64,51,125,63,203,241,118
2,3413,9945,26672,2898,37582,47666,36075
1,463,2654,6621,10461,16219,15483,13486
2,1977,2608,7179,5181,10927,11712,7528
7,7370,9455,25893,20329,40888,55991,41350
6,8,36,92,229,344,242,220
5,31,42,114,62,145,187,138
3,1873,4969,17689,5946,29576,46072,13828
7,578,1954,4899,3180,11829,13106,4949
1,12,8,29,22,33,41,44
8,690,2387,6322,6990,13557,13849,10368
1,3094,8488,20402,19181,39842,43053,33748
2,298,635,1416,2006,2466,2424,2582
3,288,550,1461,1418,2311,2781,1944
5,108,167,441,1437,2089,1725,1045
5,2,1,3,5,12,12,4
6,18,44,87,90,211,210,214
1,386,2916,7179,17252,16880,14226,20685
4,347,372,911,497,1166,1455,1066
1,699,4684,11197,23252,27939,25631,32688
9,158,430,1059,77,3033,2761,152
4,6500,5674,13416,4712,12040,16076,8512
7,24,58,126,132,134,160,224
9,1314,1884,5200,1031,8982,8267,2307
6,20,13,46,18,53,89,60
6,21,41,106,20,197,112,32
5,37,88,170,310,803,731,473
4,516,817,2700,908,5306,5254,1854
1,2108,6836,17275,30680,38826,37853,38610
4,691,767,1837,1161,2096,2159,1730
1,1329,3658,8918,14010,23418,25308,20306
9,10519,15967,42199,32809,109111,105424,49515
1,426,3157,7455,15430,18514,18702,21617
3,932,1579,4821,1094,8368,10746,3824
9,2911,4382,13135,3758,32153,28416,7145
6,44,52,160,197,454,379,359
9,2232,6030,17186,18470,38181,39693,24478
6,340,1661,4095,6224,10209,9715,9481
1,1035,4561,10783,14927,24676,28056,24230
6,851,1542,4161,4129,7195,7336,5635
1,1580,7563,18355,29484,44163,45167,40076
3,109,126,410,37,534,568,87
2,2701,27386,67940,181953,193157,196462,222452
5,7,6,20,11,25,39,19
1,2268,10160,25693,39806,59823,64114,58316
8,249,595,1895,248,3846,4036,626
4,277,268,702,1195,1689,1602,1373
6,15,20,66,24,70,73,41
5,26,17,51,26,60,67,30
6,65,87,329,84,309,504,261
1,1890,9072,22136,43124,54641,51703,55593
4,568,709,1741,283,2041,2224,984
7,3114,5321,12640,1589,22473,29787,8385
2,94,288,920,243,2363,1533,352
3,11,13,44,4,52,55,15
6,74,214,601,312,1212,1115,643
6,12,11,21,29,78,76,47
5,29,92,220,104,340,428,239
7,1065,3504,8944,9467,19218,20798,15045
2,823,1401,3493,3636,5147,4988,4879
3,8,2,15,8,23,24,11
1,1166,7454,17955,35292,45794,42111,46753
1,507,3426,8079,10783,20869,19969,18733
9,28377,46286,126310,106088,354457,350636,159475
