label,num,weekend,weekday,h1,h2,h3,h4
7,5276,17310,41508,67189,84611,86256,91643
3,550,1599,5631,548,11175,13373,1447
5,65,62,164,171,264,234,158
1,2067,8271,22414,34377,54331,57089,35909
3,6,5,8,20,20,22,14
8,2916,6426,19058,3287,39384,45348,11843
3,789,1326,5266,1181,10584,11313,3001
1,1,2,1,0,5,2,0
6,3,1,5,6,11,5,7
9,784,2232,6135,7058,15140,13910,10248
7,5066,7849,21433,3488,28267,39671,15834
1,1106,3896,9474,14057,23579,23028,20938
1,1444,3845,9675,9145,18428,19886,15563
5,37,61,148,80,161,200,145
3,1078,4584,15659,6120,32949,46735,14777
4,157,187,473,192,396,462,517
7,631,1770,4453,1190,10897,13053,1896
1,712,2826,7191,10982,18120,18331,15165
2,2309,15705,37984,110414,117804,121416,132941
3,15,8,30,7,42,19,16
5,1,0,2,8,12,12,7
7,4721,8730,21606,2829,32877,46121,15620
2,394,1304,3879,1516,8576,8590,3352
1,2277,7510,19299,22592,42567,41321,34498
1,1767,2560,7517,10593,21289,22327,15789
5,10,6,17,11,14,16,20
1,894,2290,5628,7631,11043,11635,11264
7,1968,2210,6062,4301,6207,9597,10090
7,4964,10205,31081,10647,61292,80117,23731
3,160,297,912,106,1953,1847,208
2,588,2412,5386,7641,9976,11132,11674
1,3190,10092,25115,25340,49826,53646,43607
1,1469,5017,12394,23620,31972,31865,32511
6,144,231,493,803,866,736,815
1,4,5,5,0,11,21,1
5,7,6,19,23,20,12,39
7,3617,6984,18214,4132,27511,50827,25390
4,145,144,555,208,881,958,302
9,3577,7537,21019,25955,61230,59160,37092
8,189,473,1524,554,4669,3736,650
9,4942,8059,22460,18083,52338,45306,22679
7,3243,3728,9787,6354,11264,12488,10711
1,4711,18736,48163,66098,109172,107069,91028
6,159,239,671,616,1374,1672,1097
1,402,1166,3128,4034,6937,7239,5560
3,58,145,410,614,839,989,861
2,323,1153,3337,956,5725,5745,2395
2,743,1744,4368,4972,6829,9412,6934
1,212,548,1351,1540,2505,2568,2307
1,725,2747,7294,7876,18228,18956,12442
2,105,103,242,318,620,671,489
2,1451,10970,27743,62012,71764,72234,87984
7,1637,6145,17570,8184,41501,52752,16682
1,4466,11494,28752,22286,50016,57942,40397
1,889,5480,13508,34316,38560,37039,40505
6,3,1,7,7,1,2,11
2,281,457,1315,178,1492,1790,954
1,902,4074,9945,17780,24145,26137,26071
3,1621,4678,17687,1756,40739,53252,9429
2,57,112,416,73,866,612,130
1,4751,13114,31332,42913,61081,67333,69578
8,175,405,1265,366,2416,2316,832
3,152,198,825,197,1594,1788,407
7,2713,7895,28249,1734,61933,76345,6491
2,111,352,856,1568,2153,2032,1993
2,2217,6338,16132,20483,35536,41744,34944
8,1249,2908,8397,8140,17966,19982,12917
2,426,1247,3483,4707,10020,9619,6527
1,6492,17057,41922,63953,81674,88500,86108
3,776,2308,6680,4686,15662,17194,8201
7,884,1756,4355,1922,9174,10121,3842
9,1198,2253,6921,3434,18093,14513,4949
2,260,803,2000,4096,5428,4676,5441
8,3966,6677,19204,18194,42779,41929,23110
6,96,637,1656,2876,5404,5182,3871
1,993,6353,15344,37458,37445,32253,42283
2,32,41,82,104,177,166,104
8,435,1201,3194,4191,6037,6676,5886
6,223,270,751,475,1051,1269,999
1,58,546,1362,3366,3044,3112,4788
5,42,37,163,187,452,588,385
2,54,120,295,288,487,465,388
6,3,4,3,1,11,10,4
6,33,115,258,374,829,912,642
3,59,85,231,201,292,489,465
1,1089,2994,7987,1200,21227,27045,7373
2,7,3,16,32,48,53,36
3,409,875,2002,155,3548,4161,499
5,89,210,469,444,847,895,688
6,3,0,7,19,18,25,18
2,854,4909,12417,22548,27380,29020,31101
9,3061,5448,14764,17129,43111,42407,23511
7,2318,4843,12071,7190,20895,28495,13242
1,205,859,2079,3900,4986,4826,5615
4,722,1661,4220,4064,8647,9522,5644
5,9,6,18,14,54,78,30
6,10,15,29,58,101,83,79
2,3359,10353,25423,22970,46580,54831,42211
1,3086,13930,33282,70722,79765,73376,83096
5,1,2,3,6,14,20,15
3,269,242,871,125,1206,1474,349
9,3535,6003,15900,15741,43135,42250,21173
1,587,3086,7143,15910,17586,16330,18855
1,6405,10335,26679,18359,40569,46982,36659
3,463,1288,3331,4714,7733,7728,5791
1,107,498,1240,2785,4268,4088,3414
4,230,564,1492,2433,3110,2742,2882
7,7206,13202,37915,22017,72895,90245,46871
6,2,3,2,6,14,14,15
6,100,130,288,66,258,235,305
3,680,2075,6349,631,12941,17043,4793
8,769,1515,4257,3184,8708,8768,4989
2,303,417,1269,958,1511,1936,1513
1,581,2849,6995,10622,19579,19991,15433
9,2012,4249,11449,10969,29929,29697,15750
2,2697,11371,28818,47483,64018,61308,61813
7,313,573,1402,713,2593,3077,753
7,14,28,114,101,286,427,189
9,1389,3459,9318,6179,25484,27952,9531
3,5621,18029,51484,66319,117460,134025,93551
2,602,1060,3156,1742,6406,4348,2124
3,2032,6438,24683,2584,64241,75328,10453
6,45,61,129,123,142,132,174
1,215,655,1698,1358,3241,3133,2193
2,4196,7579,20331,4354,28348,40906,20121
1,118,655,1645,3664,4102,3590,4372
2,570,652,1870,761,3495,3312,1832
2,651,607,2148,79,1431,1798,1064
6,115,241,675,283,1015,1772,1118
1,1,1,1,0,0,6,0
6,2,1,4,6,11,20,15
7,246,908,2103,291,4782,7065,654
9,866,2338,6595,4387,15768,15613,6667
2,40,46,126,188,197,196,226
2,408,1174,2884,4642,6161,6248,6460
1,146,186,528,441,800,759,389
3,583,1542,5898,985,13749,15671,2809
1,590,4667,11468,25313,31481,30692,36752
2,1732,1944,6439,1824,6450,8406,5318
1,1082,6085,14657,19862,29481,29006,34398
4,9727,9908,26401,16530,35339,35939,26532
9,346,740,1848,2766,4450,4193,3522
3,58,159,390,422,1127,1152,727
9,45,51,150,14,202,242,115
9,16482,25317,74976,54282,206474,171311,69403
3,57,57,135,60,139,101,63
6,138,762,1958,3049,5209,5528,4500
5,10,8,32,30,47,62,38
8,504,1130,3476,620,6933,7914,1687
1,558,3873,9196,18122,23604,22443,23052
9,312,751,1958,2655,4029,3804,3136
2,180,269,619,406,865,877,783
7,8677,16505,45589,8278,78445,114501,37344
2,705,650,1909,127,2811,2475,1250
2,269,1743,4041,10679,11700,9143,12874
5,34,43,137,390,550,446,246
1,426,2896,6952,15147,18823,19311,19500
1,947,8197,19995,42957,57455,54672,57483
7,2915,6390,16287,12663,24209,21813,19117
5,19,34,48,78,50,79,101
6,357,429,1386,351,1640,1538,389
8,886,4970,15010,13359,41978,44037,19212
1,1423,5325,14959,16058,34662,40092,26953
2,2120,3519,9864,4742,17025,16328,8048
3,919,3498,8767,18435,19075,15839,20951
7,767,1323,3534,780,5705,8291,3391
4,118,302,811,755,1307,1389,1457
2,1857,2567,6404,715,4440,5944,4563
1,1,0,2,2,0,0,0
4,186,157,443,405,909,1304,805
9,482,1297,3590,3025,8926,9018,4337
2,2757,5880,17737,221,34143,16712,4126
1,3140,7440,18337,23168,35899,36184,39355
7,9369,20676,62236,14794,113145,159207,61629
3,489,1905,4602,8041,11741,11409,11189
3,2586,5313,19266,3147,42920,61870,18496
9,227,493,1859,336,4920,4693,624
2,1660,3160,7773,2010,9067,13204,6510
1,355,1137,2632,4009,5888,5322,5252
1,199,1041,2514,3992,6081,5863,5490
2,571,1317,3511,3987,5282,4993,6010
1,2624,5663,14272,21070,29275,30075,29936
1,219,1885,4608,12512,14865,14100,14487
3,19,23,62,93,139,124,94
4,5635,6861,17705,4790,13704,17482,13127
7,1157,2732,6990,4109,15496,18024,6308
2,311,1539,4041,9465,11238,11156,11355
1,897,6131,14915,29430,40501,41968,40874
3,690,2598,6774,3553,19379,16649,4501
7,1339,5020,12357,688,28634,39593,3533
6,1268,3660,12356,1647,22269,22524,4335
1,1081,3611,9095,14611,22861,26004,21064
9,5660,10343,30840,25008,80166,71665,34262
1,1904,4448,10813,11597,20284,21697,18667
6,57,78,197,71,198,190,219
1,575,3912,9292,19555,24394,23897,27545
1,211,858,2448,4962,7017,7513,5616
6,39,360,836,2098,2084,2003,2773
5,1,1,1,0,6,0,0
2,785,1714,4953,4762,10622,11933,6517
1,170,1151,2786,6052,7029,7329,8250
9,1313,2557,8551,2519,17980,17227,4383
1,1785,5963,14710,15960,32150,39618,30205
2,2835,9358,23605,31698,49416,47529,40872
3,9,18,51,12,75,87,34
1,939,5330,12910,32998,35870,31193,38103
6,40,45,89,90,161,133,160
6,2,1,3,0,10,8,1
2,1039,2799,7004,9704,12227,13753,12684
2,326,482,1346,590,1931,2060,1004
2,1561,6730,17088,25668,39176,39482,36447
3,643,3010,10651,1435,25953,27238,4867
2,1805,4516,11838,11475,19429,16285,14241
2,52,67,168,140,219,215,209
2,244,532,1346,865,2275,2149,1551
8,701,1038,2774,2434,6230,6548,3786
5,8,17,42,63,145,125,51
6,353,1373,3352,3715,6542,6776,5715
9,8178,13457,39199,45278,131724,123600,56918
6,369,3164,7667,16880,20877,21613,23070
5,7,13,26,53,31,41,47
8,984,1469,4062,2930,7532,7454,4917
1,1596,5440,13593,13240,31396,37524,23374
1,613,5059,12285,28334,32018,30289,37149
2,77,116,267,131,458,716,391
6,27,97,216,282,418,381,388
5,19,5,34,58,63,76,84
3,1170,3385,9783,9347,18038,21580,14933
6,288,294,767,907,1658,1647,1315
9,2153,5275,13595,14465,28501,29942,23491
1,547,2980,7104,12569,16376,16418,16558
7,1724,4865,12199,16051,25242,26027,22073
2,122,304,1100,167,2484,2016,269
2,4925,11914,29310,33769,48290,56645,59355
7,507,1474,3609,747,6948,8853,1367
6,2,3,3,6,5,10,5
7,1015,2724,6986,1403,12494,19147,3294
2,4090,8082,22740,5727,24619,28298,23742
2,494,3184,8032,16628,17125,13824,18811
2,359,915,2609,3091,6326,6880,5314
1,528,2387,5869,13084,14321,12379,15736
7,8860,13392,31821,3292,28217,74609,37155
6,36,16,79,49,98,113,88
2,125,228,489,287,559,576,694
1,3637,12564,31037,46199,78866,79431,66944
2,337,705,2166,321,3883,3641,1501
6,233,1038,2497,4904,7829,7005,5383
5,236,195,578,214,580,584,298
7,6018,5793,16706,3454,17244,21377,11063
8,12,98,331,247,740,760,335
9,4059,7257,22098,17810,60741,56677,27422
1,2296,4940,12654,20334,23364,22642,24819
2,1021,1222,3053,6888,7289,5320,6659
2,337,887,2754,1138,5656,6286,1975
7,89,277,727,1266,1499,1049,1119
9,1934,3452,9173,7144,17436,18288,12598
6,200,548,1404,2306,3189,3487,3033
2,315,666,2229,556,4010,4534,994
6,1,2,2,0,1,9,3
1,1141,2370,5681,3737,9006,11203,8134
9,6281,9531,24158,15076,50758,44254,21110
3,48,98,302,330,515,574,524
1,394,3384,8002,18307,19455,18774,22665
2,864,3805,8924,7775,13553,18397,13705
6,4,4,5,10,10,11,17
5,380,2171,5295,10035,14091,15360,12692
1,336,2156,5377,10104,13769,14306,13994
6,20,31,109,39,230,221,61
2,268,262,763,174,1177,1308,524
6,148,673,1638,3259,4391,4668,4111
7,16106,19755,52157,4374,57318,76544,29357
3,26,32,122,8,103,108,61
1,255,896,2284,2969,5643,6142,4061
8,1233,3379,8713,12402,19537,20614,17884
9,655,958,2469,1812,3506,3515,2574
2,173,255,703,587,1161,1336,1094
4,6283,10104,29110,27655,63911,68681,39563
9,1886,3504,9628,8281,25132,23139,11514
1,402,2282,5629,10380,13072,11955,13327
6,147,210,511,378,827,769,570
2,2762,3928,10464,393,15070,11074,4953
7,1303,2259,5997,1190,7234,9486,4244
2,1173,3670,9370,17343,23591,23025,22227
8,395,611,1579,1225,2421,2306,1868
1,467,1239,3376,2706,6710,7612,4443
3,257,251,912,160,1165,1504,503
1,1061,4977,11852,22167,26841,24828,27956
1,837,4581,11072,15517,25791,25689,25169
1,672,2870,6869,10945,15258,13828,15371
1,596,3120,7620,15071,17588,16682,21894
1,1555,9239,22885,63241,63437,52916,64200
2,1177,3666,10932,1487,20324,11861,4512
3,1692,3883,11798,3945,20236,24111,9787
1,2485,9010,22246,35852,48049,49627,50826
2,1110,2351,6128,6086,12254,13893,10491
1,348,1317,3236,8212,9728,9499,8900
2,514,528,1569,90,2395,1942,467
1,435,1144,2892,2509,4671,4944,4962
7,2437,4459,10272,831,13360,26256,10834
2,3108,7658,18849,21103,36613,39257,32324
1,15,118,300,403,803,848,892
1,1531,5193,13013,22803,28209,31300,28000
8,105,315,884,1156,1905,2087,1714
5,904,1072,2924,1322,2761,2774,1681
9,4916,10149,27845,25308,79285,72775,34474
3,192,216,612,376,974,1145,607
2,840,3407,8480,15374,21964,19528,18361
1,4785,9385,24658,24851,53890,56548,39676
5,45,42,107,62,187,141,100
5,1,1,3,7,11,13,10
6,81,274,621,1433,1607,1670,1728
1,107,502,1103,2029,2458,1870,2598
9,173,383,1136,759,1969,2406,1471
1,2490,9213,23064,29069,49263,53903,50344
1,534,3658,8969,22967,24001,21328,26913
6,500,3070,7531,15103,17112,16816,20994
5,8,1,19,30,40,46,43
2,1514,2537,8838,636,10017,12066,6503
9,5581,11432,30051,13443,84543,70328,21235
1,334,2002,4762,9896,11243,11333,13183
9,1795,2469,8297,2315,18768,16123,4830
3,108,620,1541,3789,3475,2669,4230
2,8,6,21,11,21,25,19
9,9031,14453,41079,33754,111304,111472,50048
2,719,7695,19312,56554,48835,37097,54215
7,333,1040,2696,152,5087,7349,282
5,1,0,2,6,0,0,4
1,887,3627,9213,14227,23296,23058,21105
2,20,25,68,95,137,151,145
1,114,276,680,663,1507,1590,1102
6,116,142,362,266,631,582,380
9,15032,18397,53972,19461,107557,101145,36262
3,290,284,873,182,1046,1539,489
6,1924,10209,24463,47969,59258,53245,64429
9,1575,2643,7042,4421,12055,11652,7332
6,1,1,1,6,7,12,9
3,157,326,1126,231,3109,3109,523
2,5532,12077,35077,736,45881,52257,22858
6,263,191,521,512,1099,1149,878
4,292,222,633,316,907,869,615
1,3744,8766,22044,21718,35399,41726,37358
6,389,613,1553,1761,2331,2040,2009
5,14,9,45,44,26,41,36
1,3799,12009,31906,53293,77715,78440,62961
9,3519,11644,28758,56553,68592,60972,63702
6,63,95,255,144,331,371,418
5,1,0,2,0,0,4,0
2,713,1229,3200,758,5786,4217,1403
2,1068,1507,3720,1726,4311,4178,3178
6,3,3,10,9,28,29,16
9,5723,10399,29265,27543,82698,84678,38327
1,471,3724,9202,21208,24224,24077,26685
2,383,551,1980,959,2862,3009,1653
3,1073,2079,5137,3153,13921,10606,1947
3,259,981,3158,1546,5959,4663,2688
2,48,49,121,85,280,316,125
3,315,764,1980,652,4380,4953,909
6,8,6,30,6,39,30,10
3,429,1154,4008,813,9835,12838,2720
2,251,936,2272,4296,5974,5682,4970
2,813,3492,8714,14376,19810,21857,21009
8,504,1485,4781,2164,12409,11881,3231
1,108,391,951,1548,1904,2502,2278
1,662,4218,9914,20254,23212,22814,28116
1,2463,9431,23461,30795,54580,56083,49370
2,5152,14474,33947,2009,49360,64684,32049
1,7734,19466,48345,54168,81948,90801,83999
2,6411,17123,61957,5664,113995,88549,18333
1,408,3196,7669,15822,22318,23723,23463
6,26,25,79,131,249,183,147
7,1001,2682,6836,1937,13819,17906,3554
5,786,5684,14311,38825,37373,35391,43914
1,1236,4815,11473,17079,28689,30694,27276
1,825,5004,12255,30849,31598,28149,37644
3,689,886,3117,345,4569,5136,1124
8,678,2432,7592,3364,17738,23105,7260
5,29,8,60,89,104,116,97
9,8301,10890,30059,8530,50170,52650,18561
9,3073,4056,11689,5607,22301,22880,10001
1,135,651,1548,2404,3039,2801,3408
9,1350,6835,17218,30082,49498,46080,38609
4,555,527,1443,232,1233,1970,999
6,32,35,101,61,95,104,96
1,962,8009,19503,48542,53052,47961,60225
1,689,1943,5281,5850,10747,9798,7333
2,296,700,2338,663,4352,4479,1264
3,1187,2927,8138,7805,17887,19923,11559
1,1880,4920,12811,20558,26984,27642,26034
8,392,806,2146,4107,4855,4965,4921
6,6428,18440,62399,5854,161739,188723,23976
2,415,602,1619,1186,3123,2520,1730
2,1396,2506,7593,3893,15134,16130,6548
9,5328,11754,33433,40055,109183,102968,52408
1,661,1615,4325,2269,9527,10190,4619
2,37,43,128,73,197,205,124
4,58,80,189,190,258,256,195
1,1063,7638,17908,34830,46345,44042,50771
7,232,323,834,246,1111,1341,507
5,3,19,47,39,85,76,85
6,677,3897,9433,25182,24657,21157,28054
1,105,117,282,286,599,681,533
2,216,239,767,91,1130,1177,181
3,669,2450,8086,1262,20282,23351,2743
5,26,73,200,808,1092,859,556
3,306,476,1192,869,1555,1677,1220
9,10678,13470,35391,10201,71320,56196,22172
2,4,6,7,18,38,58,30
6,73,590,1460,3888,3194,3748,4841
2,1025,3119,7642,8989,13595,14705,14017
6,1,1,1,0,0,3,0
1,412,3223,7619,16360,19744,17972,21118
7,254,916,2597,3060,6840,7086,4838
7,16,15,35,35,41,30,31
3,1020,1420,4410,357,6845,7995,1392
2,1095,1692,4220,5403,7933,8685,7136
2,2295,8602,23779,4463,40281,39075,11737
8,1292,2506,7843,1570,15380,14894,3773
2,1781,2880,9793,979,12886,16008,4937
4,5443,4987,12568,4092,14021,15410,8265
8,798,1716,4634,1778,8566,10641,5242
8,41,33,102,24,116,120,50
4,787,3673,11268,4727,27298,35994,11740
2,637,944,2505,1072,3153,3647,1708
8,113,186,475,500,817,840,657
4,242,564,1589,1124,3669,3966,1967
2,262,356,944,566,1101,1175,947
7,11054,18636,44026,10419,44935,83624,43482
2,1422,14042,35257,89821,100800,79030,106986
1,137,318,881,1433,1415,1502,1638
2,663,2106,5682,7754,13753,13940,11437
1,9025,23982,60454,81140,114637,119723,110071
6,821,3988,9865,18154,25787,27719,24532
7,623,2159,5368,258,13375,18189,571
9,1857,6078,16005,28195,39539,40283,36340
6,12,10,31,9,67,59,35
6,3,1,5,6,10,10,9
4,54,45,173,124,224,209,184
4,700,930,2309,1422,3399,3343,2022
6,3,1,6,0,9,19,20
1,326,2542,6212,13779,18433,17265,19430
1,561,3159,7623,14079,19510,19102,20032
7,127,474,1218,129,2685,3259,301
3,203,514,1142,1936,671,824,2010
6,44,74,166,201,259,160,209
2,509,1260,3321,2977,7077,8921,5600
1,682,3648,8678,19604,22043,19058,24161
1,865,4601,11451,22488,32135,31620,30395
3,834,2115,5768,10611,15845,16652,11985
5,414,1614,5136,2659,12315,13636,3997
1,843,5443,13327,26435,31086,30200,35621
2,511,3894,9425,20442,28905,28523,28496
1,141,575,1391,1447,3070,3459,3406
7,7285,8725,19272,451,14742,42263,17002
1,1106,2795,7724,1788,14367,18742,6923
1,929,5505,13122,29205,33803,32864,38088
2,138,893,2141,5384,6927,6615,6781
1,1478,6437,15807,32666,42909,44198,41386
1,6635,15803,38426,22676,48924,58640,48933
3,10,8,31,11,32,33,24
1,223,2019,4760,9938,13755,12984,13845
2,638,1350,4177,2122,7488,8005,3441
9,2285,5539,14673,17624,32117,32155,25420
2,885,1892,4820,2826,10257,9551,4578
2,277,397,1081,154,926,1200,540
4,1761,1585,3767,846,3964,3892,1530
3,765,1742,5713,1283,12094,12767,2761
1,377,691,1798,1046,2947,3106,2285
8,1066,3757,9913,13353,22125,20976,17005
3,30,31,92,39,175,181,118
2,1156,3152,8144,6668,13057,12719,11808
8,378,1850,5458,5237,13666,12339,6903
1,493,2853,6852,13141,16125,15232,19488
1,647,3345,7908,13548,19533,21052,23002
1,950,3725,9147,14221,24477,24700,18256
3,54,75,262,33,529,814,207
2,11,15,32,8,58,49,10
3,331,468,1553,139,2767,3073,449
5,1,0,2,0,2,1,0
7,3951,5886,15286,10088,20928,31863,27264
9,6127,12370,32747,50834,73138,63890,55249
8,862,5534,14069,25659,43065,37688,26642
2,669,6309,15498,42607,43751,44742,52024
6,813,841,2343,920,2468,2401,1664
7,1187,8274,19960,45978,49918,43071,54596
6,123,129,351,249,484,643,386
1,616,4679,11325,19502,28027,28831,31388
5,4,2,6,7,20,20,14
9,18848,34738,86395,115979,144842,150370,153136
2,519,1018,2828,2909,3050,4118,3078
1,306,558,1573,1671,2835,3518,2168
3,297,1348,4496,751,12785,15068,3490
7,3282,6555,15840,8931,23491,32033,22328
6,73,105,306,277,720,842,546
6,206,431,1064,739,3131,3700,1695
3,670,3645,8563,14784,21685,22691,21609
1,844,5275,13413,21304,31667,33231,30251
1,68,70,200,180,228,201,211
5,37,61,148,80,161,200,145
8,557,2180,5988,6071,13558,14391,9461
2,282,1101,3868,1553,9803,9934,3542
1,542,3813,9227,19713,25711,23792,26325
1,1134,5307,12677,19056,28980,29282,29561
2,3713,11534,29563,21709,50158,62941,43714
8,1703,2750,7650,5061,9283,10127,6511
2,6211,13268,41296,829,71276,59927,11290
2,574,689,2061,197,2526,2587,1287
5,4,6,10,24,29,30,23
2,2624,13536,28962,34522,29776,48618,67744
1,230,2122,5174,12717,13296,12480,15204
2,358,1188,3059,4041,5218,4583,5051
8,567,954,3038,1347,4416,4125,2174
4,35,33,80,67,57,82,46
6,601,779,2029,764,2572,2436,1610
3,1418,5847,19946,2252,44934,61911,13487
1,230,1566,3827,8193,10723,11077,12219
2,100,152,332,460,751,865,645
7,18975,28349,65178,3860,55371,142019,73685
5,975,2271,5698,2773,8399,7855,5419
2,1338,1637,4248,2480,4295,4107,4166
9,5119,8263,22763,24301,48687,48052,34485
1,301,984,2401,2680,4403,4212,4158
9,296,684,1724,1954,3515,3558,2904
2,154,279,718,316,947,972,936
7,1768,2828,7765,1459,12115,15523,3613
2,8,8,32,13,12,17,29
1,347,2451,6114,11063,16221,15610,16524
6,102,546,1528,3025,2917,3320,3184
5,18,7,36,38,71,100,97
2,2136,4962,13806,13099,25535,28159,23782
1,805,2030,5020,9262,11590,10663,11512
5,18,36,100,105,299,454,244
1,463,3839,9142,16992,24870,24969,25664
6,866,5683,13265,28215,33404,30874,38725
2,462,563,1505,381,2208,2024,581
1,3542,11580,28423,42719,55360,55711,66211
5,357,660,1696,870,2089,2274,1218
2,1803,2161,6177,1523,7899,10696,4506
5,30,42,112,523,666,502,315
1,851,6194,14442,25574,34185,30717,39635
5,2,0,6,8,21,30,15
7,4328,7639,19338,20095,22785,30024,32154
7,2090,5707,13072,7679,30454,27487,9016
5,1,0,2,0,4,12,4
3,1389,2578,7545,2160,13104,18620,6712
8,2079,6794,17497,29206,37380,38962,37852
2,400,881,2294,1241,4694,4386,2030
5,20,16,49,12,56,63,29
8,293,414,1208,478,1743,1986,815
1,674,4754,11465,23752,29318,26538,32009
7,1308,3339,10027,2044,26330,20561,5282
1,60,100,453,174,975,1362,413
2,7097,15366,41973,1776,50459,61236,26363
6,26,16,74,30,74,191,80
2,1145,3354,9098,9271,19969,19724,14207
6,8,16,30,36,79,82,42
2,1199,5627,14256,33396,34867,27553,32560
8,13,9,31,8,41,51,32
