label,num,weekend,weekday,h1,h2,h3,h4
2,1046,3523,10468,5970,23586,20474,10673
4,228,220,572,414,1001,1051,667
4,925,1190,3415,1789,5907,6116,2790
3,816,1277,3665,2086,5318,6760,3063
6,53,82,213,245,269,232,265
1,1130,6033,14660,31192,36878,34487,39154
2,1498,3372,7837,5211,12727,15262,11858
4,7734,9345,24152,10656,33748,41504,21081
4,328,866,2124,3577,4956,5022,4106
8,1481,4850,12191,27538,29149,26263,32297
1,76,226,550,850,1633,1509,1608
2,1112,2840,7365,9216,14312,14196,13800
9,1269,1588,4191,3592,6623,5981,5281
7,4566,7732,20464,8261,29172,36765,21512
8,1584,3702,10125,10417,20833,22215,16123
1,2834,8449,21284,28160,49779,51047,41542
6,28,59,139,289,399,491,372
1,13,16,56,5,133,72,23
7,6044,12490,32321,21229,61015,80213,34980
2,29,24,80,29,119,115,56
9,1469,4390,12651,9343,31436,32283,13815
7,2618,7227,17985,24674,32086,36863,38839
2,299,718,1996,1406,3456,3482,2501
1,495,3551,8720,17609,21642,19947,23274
1,4676,13108,33376,64212,80263,77421,74797
1,318,2655,6436,14477,16959,16697,18341
6,60,283,724,1791,2632,2613,1925
2,16,42,78,97,283,289,230
7,15244,20852,55467,14604,62574,93570,54216
2,233,221,536,260,555,690,561
3,124,285,746,1159,1310,1412,1336
1,1570,5387,13206,17771,30759,32409,28265
2,781,5144,12134,28814,30688,28708,37024
1,416,1825,4410,8270,9121,8479,9953
2,85,255,932,94,1816,1419,107
6,2,1,5,7,13,3,4
2,2604,4154,10593,10595,15568,14023,13486
1,185,721,1761,3673,4671,4915,4616
1,363,2855,6885,13635,17941,17716,17879
2,104,258,529,261,1250,1452,830
5,1,0,2,0,0,2,3
2,1499,5209,15777,1887,25768,40618,15777
2,8,4,14,0,10,10,8
3,151,216,539,517,706,749,732
8,1319,3622,10547,8458,20776,23851,13600
1,810,1924,4940,5696,11430,11478,10334
7,42041,48625,118871,8591,97297,244800,132900
2,771,1016,2726,1655,3558,3472,2487
1,762,3861,9613,18168,23209,24646,24726
1,258,457,1188,1912,2199,2181,2097
1,345,2774,6479,12340,16516,14639,15043
3,415,719,1689,2342,3833,3967,3050
1,296,2040,4847,10355,13650,13052,13189
7,248,972,2622,438,6490,7340,869
7,739,2726,6559,463,13746,22728,1642
1,48,236,589,1219,1326,1265,1760
6,52,54,165,94,188,169,141
7,9987,16771,37801,15318,44358,73865,46877
6,28,24,45,54,127,185,103
2,548,1405,3548,462,7090,3820,2028
2,937,1239,3731,1812,5075,5022,2642
6,224,424,1100,659,2058,2289,1349
1,717,2807,6850,10041,15364,13965,14013
7,244,464,1099,732,2070,2578,1579
9,553,1663,4300,5348,12612,12213,7528
1,256,1492,3397,7846,8843,9591,9468
3,604,5156,12769,32556,33801,31955,36195
2,640,557,1587,238,1234,1885,1038
4,6907,15482,39825,4429,42575,95914,43781
6,93,77,241,212,518,731,395
9,4318,5459,15752,4191,29781,22025,4914
6,5,5,11,4,12,14,7
6,170,481,1202,1410,2600,2881,2259
5,6,8,20,89,98,96,73
1,101,175,473,496,601,616,683
6,16,23,60,39,92,91,76
1,1904,2678,7139,3811,10409,11041,6152
3,421,3202,7818,16511,20766,21438,21500
5,100,117,135,114,430,481,252
4,30,34,104,42,99,160,83
2,81,142,364,529,596,580,525
4,63537,49526,114001,52209,66638,107984,100557
1,1339,5367,12996,18410,28170,28242,28382
3,388,894,2560,1352,4918,5639,2767
8,423,1168,4558,423,10540,13450,1872
1,1490,9803,24619,54660,61394,54197,64274
2,159,534,1328,1716,2755,3271,3346
7,8174,15120,37187,2226,41798,78827,25915
7,1754,3407,9392,4058,15539,23366,14323
3,258,1066,3290,3035,9290,9165,4248
1,149,344,814,1408,1810,1809,1673
6,7,14,19,12,33,50,72
6,21,18,35,20,89,138,65
4,15205,11624,27604,7507,16478,26733,14875
6,63,48,158,166,323,322,183
8,1860,7634,22567,19184,52623,52565,25894
1,1789,4465,11054,21528,26583,27128,26598
1,522,1881,4563,9279,12237,11145,10788
1,1480,5785,14293,24133,35389,32658,32785
6,54,51,139,115,182,243,180
1,48,222,505,635,873,668,691
7,1092,2188,6460,4721,13474,15224,7439
1,1140,6139,14789,31265,35807,34114,39508
2,2207,4661,12050,8390,16945,17371,15829
6,377,1603,4137,7425,9635,9619,10325
1,2724,5723,14784,16643,28254,25491,23628
2,2067,4193,11098,4725,16990,19937,10256
5,44,41,111,76,106,106,109
6,69,44,194,116,222,215,169
1,211,1465,3546,5271,8500,8651,8786
9,2727,6394,17815,6745,33607,48324,17306
2,91,166,381,318,852,790,606
2,700,1395,4034,1487,5451,4859,3044
3,349,795,2120,1540,3264,3690,2524
2,92,87,222,263,489,444,349
6,137,223,614,337,1464,1315,494
1,349,926,2392,4099,5239,5699,4773
6,763,1435,4139,1863,8773,9534,2236
5,10,27,64,258,351,259,169
2,379,658,1704,1555,3599,3303,2480
5,2,1,4,9,0,0,1
9,3938,5950,16055,18901,34040,30359,22812
4,2050,4116,10683,3396,18801,19238,8625
6,54,61,135,284,345,306,341
7,99,166,488,227,795,1115,521
2,576,2168,5694,7568,10748,10362,11554
6,21,28,72,103,178,185,122
6,22,17,43,79,99,97,76
5,1,1,1,0,11,8,0
3,489,1062,3071,418,5473,5951,1647
1,281,720,1811,2484,4281,4472,3308
3,181,642,1743,1840,4531,4661,3193
9,1375,3231,10091,5457,21154,22200,10223
1,597,3217,7651,17167,18246,16511,21217
1,1569,6936,16818,26203,38953,42875,41486
1,1149,5976,14171,27616,31548,29032,37904
3,469,1401,4790,1338,11803,11861,2770
3,98,139,372,49,589,607,107
3,43,38,101,158,297,278,183
2,517,2043,4960,10618,11589,10351,13253
2,346,1647,4154,7947,10863,11085,9045
1,3910,12029,30262,53672,67914,65655,66569
1,1806,4856,13659,15777,29198,28221,21914
4,3850,4378,11645,2805,14086,13100,7191
2,4513,40409,98874,214159,235873,245633,276307
1,6964,7079,18483,9090,19051,17988,13173
2,326,409,1290,374,2201,2226,694
1,1295,3242,7925,13628,16161,15383,18579
3,191,181,394,132,430,658,479
6,12,18,55,166,188,195,170
1,1004,5566,13207,26802,34687,32726,36337
6,39,83,233,78,146,519,121
5,167,850,2319,4487,7036,6422,5113
4,1943,3109,8059,4837,11466,13930,8673
1,7431,12913,34032,23573,48077,53995,41335
2,1385,1612,4636,1009,4161,5221,3214
6,24,27,55,55,154,173,110
1,2489,6118,16680,20904,37279,39196,26102
6,10,5,22,1,21,33,7
2,1016,2373,6368,7217,12515,12424,9559
1,756,3646,8885,17375,21754,20647,22878
1,418,3044,7367,12249,17937,18962,19275
3,412,1609,5950,322,14317,17380,1739
4,4917,3929,9247,3090,8367,7701,6718
6,967,4784,13127,20244,28399,29496,23840
8,667,3233,7957,16725,19414,17920,21686
7,516,1751,4514,947,11269,10756,1190
2,4588,12150,30872,1906,41111,60650,26553
5,24,25,56,73,142,127,89
1,516,1263,3214,2739,5702,6369,3823
1,916,6709,16321,39266,48212,48511,47655
5,4,5,13,5,7,17,20
9,14463,33896,94056,78500,213966,216545,124119
1,413,3051,7454,17695,22205,19897,19665
3,263,626,1796,875,3547,3658,2283
5,414,1614,5136,2659,12315,13636,3997
8,564,836,2836,244,4814,5295,855
6,52,57,164,85,292,265,109
1,949,5836,13903,32353,38530,38073,41091
2,1696,4659,11989,13482,25165,27777,21916
1,2362,3612,9000,1379,9631,14841,8097
1,309,1087,2746,3436,5986,6308,5285
4,104,105,269,127,361,427,297
1,447,3943,9569,22478,28895,29234,30885
1,101,352,880,1779,1900,1795,2413
6,95,108,190,183,360,386,294
1,193,801,1832,2799,4691,4789,3772
1,91,316,770,1013,1412,1589,1641
1,2595,8918,23136,28616,52000,57922,42836
5,1,0,2,0,0,4,1
9,1874,3430,9089,6211,22820,20000,9751
4,726,1012,2501,1249,3241,3298,2006
1,3,1,6,4,13,20,9
2,416,721,1954,1068,2755,3097,1751
3,1443,7183,26024,1979,70786,77661,8446
2,273,797,2494,2186,5610,6016,3244
1,906,5565,13449,28326,34786,32918,37020
9,1822,4256,13647,6987,32985,31902,11235
1,255,1935,4691,6847,10875,11078,11197
1,1503,4474,11733,13567,26096,29096,22296
3,411,1719,4636,927,9765,8599,1369
8,113,173,583,191,1312,1417,374
8,210,345,1095,320,1620,1775,430
5,800,1608,3987,1498,7056,7979,3390
5,110,123,326,378,574,776,607
7,67,87,229,170,248,239,249
5,6,4,11,12,7,4,11
6,4756,25590,64226,161809,168836,139189,167408
6,8,23,60,67,152,189,137
1,1281,4937,12232,23539,30570,30686,29426
2,591,2338,6264,4485,16627,14268,8240
2,257,791,1985,2659,3918,3350,3189
3,117,113,290,151,410,393,257
9,2640,6095,15987,15530,39127,38249,23166
6,124,130,383,192,434,383,245
3,158,661,1824,1356,3227,4018,1724
5,93,185,596,358,1208,1115,442
9,11102,20473,54664,55296,142976,142458,82261
7,2408,3782,9997,10306,17145,17697,15891
6,13,17,26,29,50,76,40
9,3041,7968,20310,33780,41852,37019,37242
1,264,902,2365,1935,5033,6328,3858
1,641,5019,12087,27778,34542,33763,32776
9,645,2822,6856,15719,13555,12592,18270
6,1368,5472,13179,22003,30055,29523,28886
8,968,4368,12510,15338,32843,29327,18126
2,22,23,61,24,92,111,58
7,890,1532,3853,2330,5436,5945,4175
3,258,603,1942,495,4246,5267,991
7,67543,107657,285304,58318,405138,709680,284796
1,3493,6337,16133,29964,39797,38212,35351
1,397,2202,5570,10513,15677,17497,15970
1,77,122,360,43,975,922,124
8,403,630,2195,424,4254,3428,591
9,3146,4959,14837,8138,23867,26420,11266
6,6,5,19,9,32,44,15
5,3,2,5,0,3,7,0
1,4902,12217,38748,36624,95093,98354,46301
3,184,593,1552,2180,4497,4442,2933
5,3,2,4,8,3,0,8
3,1036,2317,7509,1279,15856,18172,3478
2,874,2512,6206,7025,12986,12894,10357
9,3368,4531,12372,9748,18621,19144,14682
5,122,198,502,408,805,677,446
6,250,541,1669,574,3212,3737,955
1,1989,3880,10080,10289,14715,13736,13652
7,17815,37733,96880,15750,145612,221894,69701
1,123,476,1194,1512,2538,2834,2744
2,372,1640,4070,6535,8619,8244,10183
2,883,4127,10473,19614,22372,20647,22610
5,17,18,59,28,54,33,48
3,1621,5205,18526,2035,43194,56822,8582
8,1422,3067,10367,2829,21150,23375,6027
6,54,57,140,115,177,219,160
2,40,30,79,11,59,68,33
6,217,304,782,249,1399,1530,569
1,2869,7468,19231,14228,39869,43435,18600
2,409,817,2169,970,4724,5027,1957
1,50,270,718,1275,1935,1655,1419
2,531,1927,4969,7680,9720,7433,8249
6,20,38,99,217,335,262,200
2,575,1881,4983,450,10205,8031,3442
7,2217,4137,10429,17589,21365,25599,21904
7,867,4217,11486,15076,24513,28169,21950
2,1170,2602,6816,2967,9436,9553,5385
2,434,1103,3200,1933,6509,6305,2811
5,14,12,35,7,43,40,33
8,1458,6660,20818,14797,49803,58615,24312
5,167,479,1145,818,1153,1313,916
6,376,1745,4319,7796,10570,11052,10957
9,3725,5855,18396,7049,35239,35351,11755
5,12,14,58,7,98,155,32
4,217,319,734,536,1488,1707,1009
1,237,524,1327,1783,2828,3251,2132
6,3,0,8,14,20,22,11
1,444,2995,7382,13166,18546,18182,20031
9,909,2454,6841,7958,18942,18213,10733
1,533,2028,5205,9377,10470,10948,12618
1,2292,6882,16920,18356,28462,31498,29424
6,53,44,130,70,122,156,95
5,11,10,34,63,83,58,43
7,2528,15374,58746,10499,179444,257466,50411
5,55,71,131,47,147,147,86
1,467,4340,10356,23146,27263,25348,31854
2,686,1777,4479,5683,11442,11315,8148
6,32,266,609,1157,1347,1403,1523
2,136,93,376,154,665,885,492
1,544,2497,6156,10296,14282,12924,14011
2,367,3673,8805,15824,22249,22793,27282
2,1021,2601,7080,6843,12413,13957,10193
1,1927,4834,12662,12563,23868,27446,20903
4,1649,2268,6904,3866,11666,10858,4294
3,200,213,896,68,1332,1335,207
9,5335,10011,27894,35142,80620,79607,46752
5,244,361,1068,676,2171,1953,818
2,843,8868,21992,49986,60536,61160,68109
3,101,235,931,263,1874,2582,573
3,408,1232,4217,359,11214,10579,862
9,2857,5812,16423,14644,42387,43630,20322
6,77,76,183,243,481,547,346
3,287,933,3415,2382,6860,6368,2401
5,7,11,21,14,41,42,31
7,272,1089,2941,3457,7590,8803,4643
9,10650,16186,45424,28597,102681,97912,40306
5,14,15,42,53,91,110,54
9,706,1506,4401,3988,9201,10153,5692
7,108,165,452,264,1048,957,422
3,173,252,668,211,1199,1459,654
8,4,3,7,3,4,1,11
9,2248,5515,15012,12337,32230,33408,19211
3,1056,3324,10580,5934,24878,25763,10630
9,8063,18087,50153,46079,144626,131269,63416
2,1810,3322,7740,412,10966,19839,7302
4,4362,5733,16649,9043,27192,26966,13086
6,1795,4421,14047,6009,22387,29769,10819
8,2038,5733,14424,22532,32936,36178,29636
1,253,1641,3791,5940,8823,8242,9079
6,2,2,2,3,8,7,2
6,597,536,1384,2469,4062,4665,3411
6,4,1,9,26,36,46,17
2,1220,4457,11170,13596,25335,26318,24082
7,170,427,1232,554,2232,2767,1040
6,1,0,2,0,0,4,4
5,3225,2982,7854,13656,13231,11280,15128
7,15143,23609,71999,12566,102096,173294,60754
1,6039,11791,28558,21164,45186,58386,43697
1,995,7072,17148,37022,48325,50915,51672
3,1075,1976,7542,705,14406,17501,2776
5,9,9,13,35,8,30,20
3,123,573,1511,1365,3620,3365,1453
8,203,687,1914,1649,4645,4617,2339
9,2442,3890,10105,7484,18399,18588,11326
2,119,100,357,124,374,293,322
6,33,33,44,89,170,192,145
6,117,151,335,390,948,1154,670
1,798,5220,12692,30846,36279,35796,39472
5,178,183,401,130,194,321,238
1,188,1861,4617,14338,14988,14675,15091
6,1729,2069,5370,2563,7908,9487,4826
1,82,424,1015,2468,3474,3351,3077
6,15,10,36,43,32,47,37
9,823,3991,9989,20552,24646,23860,25340
1,3126,8789,21991,28075,43033,49877,46133
6,4,2,10,19,28,51,34
6,27,60,198,21,298,262,78
6,795,1735,4415,719,7217,11889,5302
3,1605,3269,9660,8751,21301,22359,10720
2,1230,2360,6064,5395,10353,11059,9650
8,1337,4747,15931,2215,41866,46605,7823
7,1069,3673,9163,521,23313,31472,1979
1,1870,12573,30623,63417,79789,77213,83260
5,37,6,75,79,183,198,127
2,833,896,2572,139,2419,3566,1565
2,370,961,2900,2121,5370,5612,3358
6,92,100,356,117,447,717,369
1,251,469,1202,1571,1806,1635,2151
5,4,2,6,7,13,17,15
6,201,291,754,568,903,864,923
2,252,1488,3847,7766,10525,9646,9563
9,485,3363,8021,14228,20190,18922,19903
6,4,2,18,44,50,38,24
2,359,236,812,150,943,1194,553
1,1161,5240,12646,26342,29953,28540,31473
7,10389,21701,56038,43356,112598,141955,69012
2,688,2992,7160,13400,20941,21379,17336
7,1023,3754,9751,876,24924,30315,5877
9,607,1270,3626,2315,7795,8700,4803
5,43,66,211,102,244,565,272
1,4002,11881,30451,38145,64423,68555,57241
2,1359,1799,4532,596,3299,4212,3185
5,2,3,1,6,3,4,3
1,1440,5340,13055,20721,28527,28896,30977
3,303,566,1485,405,2394,3282,1024
5,88,76,222,96,235,264,142
6,992,2228,5974,5439,10823,12485,9283
2,200,188,544,144,437,539,341
8,291,752,2402,1461,5609,5722,1638
8,75,146,442,29,639,658,41
5,28,28,99,165,209,138,160
6,1860,2383,7371,1707,10733,12215,3518
1,28,182,494,748,1078,1128,937
2,10,11,27,23,43,46,28
2,1096,2803,7163,6422,17203,18343,8584
4,87,82,229,270,465,488,383
6,5,1,9,9,23,27,18
1,1174,4383,10603,20131,21312,21034,26855
8,467,1337,4513,647,10293,11990,1993
2,1319,10083,25293,58066,62030,64218,72701
5,1,1,1,6,5,6,6
2,2415,3504,9027,749,9227,11749,6087
9,1517,3548,10553,7177,27262,27265,11350
2,903,2810,7298,8461,16965,17774,13822
5,57,52,124,76,46,71,55
1,290,652,1838,1268,3991,4090,1437
1,1070,3931,8939,11903,21672,22957,21335
1,24,24,60,54,72,75,79
2,11307,22870,70839,701,121750,85648,55956
1,1156,1992,4986,5414,9218,9851,8121
1,634,4741,11393,25938,29028,26159,33343
4,1649,5713,14078,28041,36496,34766,35955
2,1223,3978,11725,910,21234,29305,12522
7,11547,26837,74405,6840,132942,200605,63334
2,1766,6176,14957,23530,35724,37634,31540
5,37,66,189,134,245,254,259
6,1,0,3,0,2,2,3
8,731,823,3001,1473,6210,7771,2773
1,402,3100,7333,18121,19243,18442,22744
1,2904,7386,19217,20677,39747,46235,37745
1,529,4784,11485,30584,35990,34310,36642
2,1126,1424,4464,391,5743,6116,1988
9,619,712,1997,1088,3309,3191,1685
6,697,1173,3624,1757,5639,6781,3240
1,709,3047,7502,14337,16333,14072,17630
5,78,138,332,95,389,469,112
6,214,382,995,540,1703,1637,1167
1,29,36,130,60,335,341,63
7,3099,8921,22175,32533,38041,37210,40213
8,158,171,544,70,545,510,337
2,335,1395,3807,4448,10223,9222,6919
7,4380,8495,21601,16174,30836,52078,28409
5,1,2,0,0,8,3,0
8,363,1167,3352,4163,7883,7887,6098
5,2,1,10,6,13,0,2
3,690,2281,7333,5151,14793,21043,9031
1,430,1962,4796,8716,9982,9685,10853
9,2993,5340,14536,13366,37033,34095,20668
1,457,4676,11455,28922,31987,32136,37821
6,5,2,10,19,33,23,19
8,769,1542,4510,4941,9878,9502,6412
1,1395,6245,14949,20363,33059,34209,32883
8,159,470,1609,130,3727,3027,403
4,98,346,881,1704,2162,2333,1969
5,2,1,3,1,6,2,2
2,230,759,2719,469,6049,6108,1288
8,172,533,1713,723,3522,3674,1330
4,4171,12030,40629,3925,94317,105243,17233
2,715,3298,8252,15420,20823,18304,17656
1,2726,5708,15265,8568,24890,30395,14778
3,521,1816,6432,1096,14218,20730,3523
1,72,59,172,218,505,593,376
1,514,3878,9090,24486,27342,25631,28812
6,612,896,2796,1393,3885,3156,3527
1,2851,8355,26383,12587,47526,66183,28722
9,6244,12814,38790,32684,105100,99347,45832
7,148,285,608,518,1418,1619,1089
1,288,1300,3128,4506,7574,7334,7045
2,553,3685,8907,16856,22662,22194,24376
6,7,6,11,18,15,24,17
2,64,123,244,363,566,480,439
9,2489,8521,20892,32198,44093,43929,44602
5,1,2,0,1,4,0,2
9,1163,3346,9216,10502,25433,20286,14551
2,1119,2539,6544,6469,11380,11360,10064
4,1755,2176,5186,1622,5040,6460,4040
4,275,466,1147,1101,1834,1740,1279
7,10048,16138,40101,5780,58664,97082,44686
2,514,1249,3731,1211,7722,7815,2254
8,615,989,3307,451,6318,7184,1280
2,172,414,1287,726,2987,3301,1239
5,2,1,3,1,13,1,0
4,1884,1855,5080,1728,5127,5646,2934
2,489,550,1781,28,1904,2383,808
2,400,1653,4813,627,8663,12432,5959
6,1188,3035,7881,11650,17938,16142,13149
1,1669,5313,12631,16533,28229,31315,29713
6,2117,4802,14037,6412,26389,33535,15070
3,260,426,1598,323,4848,4753,594
5,7,10,29,36,39,19,51
6,96,149,404,67,634,486,119
7,2777,8273,21999,977,54844,58798,2849
9,2876,5275,15616,9050,35416,37342,17248
6,136,208,528,575,723,679,677
5,8,12,24,2,16,69,40
9,9,10,22,15,31,53,32
6,261,275,770,381,1140,1251,730
2,1044,1218,3625,169,4400,5003,2126
2,726,2348,5892,2611,13536,13558,7117
3,730,4830,12348,9963,47401,47620,16634
6,660,1011,2695,481,3885,5637,1918
8,330,833,2953,332,6317,7208,828
3,82,65,197,60,265,323,120
1,71,93,338,114,864,803,142
9,31,39,108,31,284,257,83
6,238,1380,3642,6617,8246,10128,10305
7,6156,6060,17237,4107,17956,18898,8926
5,4,3,7,2,8,1,6
8,170,531,1913,358,4559,4818,500
6,1904,4844,12119,18433,26258,28259,25002
2,117,158,439,289,929,919,530
8,824,2376,8010,2593,19312,19950,3799
7,2420,5935,15578,1717,29910,39276,4733
2,7,6,18,0,15,16,5
1,991,4645,12579,20962,29209,31912,25907
7,4401,7307,21687,1932,29932,44663,17220
4,1901,3155,7939,7351,14110,11984,9885
1,1874,3685,9841,11735,20941,19988,14670
7,2914,4620,11122,2143,18330,23504,7403
5,4,6,4,8,27,17,13
2,139,147,373,362,487,467,496
8,959,2663,6671,11311,15876,14716,14213
6,4,5,6,0,7,0,8
6,111,366,1231,210,2765,2819,292
5,207,559,1520,645,3607,3139,858
1,505,2604,6812,11112,17279,16026,14299
7,3423,5713,15828,16143,31852,36095,23531
1,1840,8332,20167,31650,49823,54464,46980
6,157,315,1334,427,3793,3136,682
7,4445,8362,22776,11253,45412,52662,23319
6,763,4751,11578,23795,32852,30952,31466
2,513,2085,5069,6154,11004,11044,9331
1,754,3712,8579,13615,20147,20693,19536
1,32,97,195,207,506,501,377
1,265,1082,2650,9200,6673,4549,8444
1,1673,2832,7860,6974,16442,14749,10486
3,114,167,498,603,751,778,746
1,468,716,1287,2298,3593,3844,3290
7,3333,4240,10883,3846,12679,19370,10816
9,5202,8356,21677,12095,50078,43812,18012
2,562,792,2653,744,5524,6160,1442
2,374,391,1293,291,1991,2171,1172
1,1194,3224,8305,3985,16300,21741,9444
4,16637,13814,34925,8157,32867,30766,11997
9,757,4958,12332,26516,31690,30670,34766
2,1069,9563,23713,70900,69618,58142,63125
3,10,9,18,10,31,30,20
5,4,4,6,0,8,11,15
1,1778,8057,19905,48778,53366,48035,54438
6,74,156,366,485,799,755,511
2,1360,2024,5759,8967,13659,11316,9797
2,6,2,12,2,5,7,9
6,62,90,254,150,529,433,172
9,989,1608,4651,3300,12074,11175,4990
1,277,1094,2621,3602,6387,6971,5951
2,502,1491,3961,891,3579,5865,2498
2,1430,4601,12467,10559,23657,21336,15122
1,1119,2887,7333,9689,14176,14240,12339
6,3181,5010,14762,6275,19417,27418,14015
6,187,258,617,168,1316,1053,327
5,16,4,38,10,34,35,30
1,541,4401,10565,22576,31671,31340,29400
1,523,2323,5741,10808,15074,14442,14849
5,18,38,91,247,347,301,337
9,5259,20119,62749,31326,155647,190913,59636
9,363,2780,6785,11083,16482,17282,17783
5,10,13,28,37,80,95,50
1,793,5016,12225,24995,34000,34980,33831
3,1128,5057,16223,9792,38280,46309,15537
2,2914,4156,12208,4775,12669,15425,8982
1,99,127,303,292,565,667,429
2,143,135,343,277,653,873,573
8,973,5267,17498,1493,43869,47117,5275
5,9,10,12,2,34,51,33
1,1080,5336,13228,19312,29444,29458,27376
1,562,2462,5858,11758,14231,12746,14643
8,117,358,942,1881,2892,2775,2193
5,1868,4508,14545,4539,31832,31986,8094
2,558,4227,10344,25891,27450,25576,29887
1,605,5228,12666,30065,34770,33746,38631
1,98,728,1807,4959,5666,4834,5669
2,296,1795,4554,9254,12692,12510,12526
8,528,2188,6718,4671,15689,15293,6950
7,44,11,83,165,226,233,196
2,315,733,2592,1121,6943,6834,1538
5,760,1362,3689,2450,6644,6663,3373
1,114,1386,3377,6574,10151,9323,8990
3,98,274,857,371,1644,2097,641
2,386,1495,4409,7836,7429,5968,6534
1,560,2961,7167,11212,17549,16722,16103
1,866,4253,10303,17935,24561,24394,24167
6,302,1129,2695,4403,5996,4852,6054
6,101,451,982,1108,2443,2183,1974
3,3,2,6,0,4,11,5
8,1448,4116,13817,3662,30861,29808,6054
6,1,0,2,0,4,0,0
3,17,16,30,11,60,33,39
1,603,3729,8736,22188,24428,25452,28358
1,394,2438,6043,10612,17048,17120,16882
